StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Image_x,Correct_Image_y,Correct_Color,Correct_Rad#,Correct_AproxColor,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
52,New,New,N/A,N/A,N/A,N/A,N/A,1.49,N/A,12:32:35.180337,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
133,New,New,N/A,N/A,N/A,N/A,N/A,3.89,N/A,12:32:38.164709,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
25,New,New,N/A,N/A,N/A,N/A,N/A,1.37,N/A,12:32:43.553546,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
94,New,New,N/A,N/A,N/A,N/A,N/A,1.37,N/A,12:32:46.421268,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
121,Old,Old,-0.43333,-0.078,261.0,72,"['Blue', 'Purple']",2.63,12:29:04.645385,12:32:49.291597,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
115,Old,Old,-0.26,-0.39,171.0,47,['Aqua'],1.44,12:28:29.635582,12:32:53.425925,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
148,Old,Old,0.26,-0.234,99.0,27,['Green'],1.69,12:28:34.640398,12:32:56.362281,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
7,Old,Old,-0.08667,0.234,131.4,36,['Green'],1.43,12:31:04.632385,12:32:59.549040,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
242,New,New,N/A,N/A,N/A,N/A,N/A,2.15,N/A,12:33:02.482729,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
66,Old,Old,-0.78,0.234,318.6,88,['Pink'],1.43,12:30:24.636676,12:33:06.136252,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
136,New,New,N/A,N/A,N/A,N/A,N/A,2.08,N/A,12:33:09.072749,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
45,Old,Old,0.60667,0.078,329.4,91,['Pink'],1.64,12:29:59.638831,12:33:12.657226,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
176,Old,Old,-0.60667,0.39,34.2,9,['Yellow'],1.4,12:31:14.639139,12:33:15.793096,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
170,New,New,N/A,N/A,N/A,N/A,N/A,1.35,N/A,12:33:18.693929,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
196,Old,Old,0.08667,0.234,210.6,58,"['Aqua', 'Blue']",1.63,12:28:39.643892,12:33:21.547122,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
62,New,New,N/A,N/A,N/A,N/A,N/A,1.38,N/A,12:33:24.683880,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
210,Old,New,N/A,N/A,N/A,N/A,N/A,1.5,N/A,12:33:27.567324,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
46,Old,Old,0.60667,0.39,264.6,73,"['Blue', 'Purple']",2.95,12:28:09.637724,12:33:30.571537,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
205,Old,Old,-0.08667,-0.39,199.8,55,"['Aqua', 'Blue']",2.65,12:30:14.645374,12:33:35.023695,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
53,New,New,N/A,N/A,N/A,N/A,N/A,1.63,N/A,12:33:39.177045,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
145,New,New,N/A,N/A,N/A,N/A,N/A,1.33,N/A,12:33:42.311522,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
209,Old,New,N/A,N/A,N/A,N/A,N/A,2.65,N/A,12:33:45.147686,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
159,New,New,N/A,N/A,N/A,N/A,N/A,1.32,N/A,12:33:49.301661,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
79,New,New,N/A,N/A,N/A,N/A,N/A,2.25,N/A,12:33:52.119308,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
74,Old,Old,-0.60667,0.078,45.0,12,['Yellow'],1.37,12:29:14.634669,12:33:55.872220,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
182,New,Old,0.78,0.078,138.6,38,"['Green', 'Aqua']",1.82,12:31:29.632589,12:33:58.739636,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
1,Old,Old,0.43333,0.078,70.2,19,"['Yellow', 'Green']",1.35,12:28:59.641886,12:34:02.059472,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
37,Old,Old,-0.43333,0.234,37.8,10,['Yellow'],2.12,12:28:44.648170,12:34:04.912972,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
54,Old,Old,-0.26,-0.234,153.0,42,"['Green', 'Aqua']",1.34,12:30:04.638843,12:34:08.530035,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
132,Old,Old,0.78,0.234,19.8,5,"['Red', 'Orange']",1.6,12:31:09.635976,12:34:11.366415,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
222,New,New,N/A,N/A,N/A,N/A,N/A,1.35,N/A,12:34:14.469807,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
15,Old,Old,0.60667,0.234,333.0,92,['Pink'],1.34,12:27:54.644582,12:34:17.319912,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
96,Old,Old,-0.26,0.078,120.6,33,['Green'],1.37,12:30:19.632971,12:34:20.156399,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
171,Old,Old,0.26,-0.39,181.8,50,"['Aqua', 'Blue']",1.57,12:28:19.644923,12:34:23.024016,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
126,Old,Old,0.78,-0.234,142.2,39,"['Green', 'Aqua']",1.35,12:27:59.647316,12:34:26.093873,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
197,Old,Old,0.60667,-0.234,84.6,23,['Green'],1.3,12:30:44.633338,12:34:28.944361,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
50,Old,Old,-0.78,0.39,66.6,18,"['Yellow', 'Green']",4.4,12:29:34.633732,12:34:31.747369,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
38,New,New,N/A,N/A,N/A,N/A,N/A,1.37,N/A,12:34:37.651851,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
177,Old,Old,0.43333,0.39,88.2,24,['Green'],1.67,12:30:09.642536,12:34:40.521111,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
122,New,New,N/A,N/A,N/A,N/A,N/A,1.45,N/A,12:34:43.688745,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
100,Old,Old,0.78,0.39,135.0,37,"['Green', 'Aqua']",1.54,12:30:39.648327,12:34:46.641373,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
64,New,Old,0.60667,-0.39,275.4,76,['Purple'],6.27,12:29:44.640524,12:34:49.678853,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
30,Old,Old,0.43333,-0.078,354.6,98,"['Red', 'Orange']",1.32,12:29:54.631719,12:34:57.449221,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
128,Old,Old,-0.78,-0.39,315.0,87,['Pink'],1.3,12:31:34.637497,12:35:00.268749,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
226,Old,Old,-0.43333,-0.39,81.0,22,['Green'],1.67,12:27:49.640042,12:35:03.069474,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
71,Old,Old,0.08667,-0.234,145.8,40,"['Green', 'Aqua']",1.33,12:30:29.639731,12:35:06.239705,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
82,New,New,N/A,N/A,N/A,N/A,N/A,2.2,N/A,12:35:09.073391,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
58,Old,New,N/A,N/A,N/A,N/A,N/A,2.49,N/A,12:35:12.777660,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
44,New,New,N/A,N/A,N/A,N/A,N/A,2.74,N/A,12:35:16.764133,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
21,Old,Old,0.26,0.234,149.4,41,"['Green', 'Aqua']",1.3,12:29:24.643283,12:35:21.000340,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
169,Old,Old,-0.60667,-0.234,192.6,53,"['Aqua', 'Blue']",1.37,12:28:49.633408,12:35:23.801747,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
104,Old,Old,-0.78,-0.078,203.4,56,"['Aqua', 'Blue']",3.17,12:30:49.637225,12:35:26.670520,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
167,New,Old,0.26,0.078,325.8,90,['Pink'],1.37,12:27:39.633187,12:35:31.341204,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
83,New,Old,-0.26,0.234,48.6,13,['Yellow'],1.98,12:30:34.643974,12:35:34.211321,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
208,Old,Old,-0.60667,-0.39,160.2,44,"['Green', 'Aqua']",1.47,12:29:09.649406,12:35:37.695437,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
102,Old,Old,0.08667,-0.39,232.2,64,['Blue'],1.61,12:28:14.641527,12:35:40.668954,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
160,Old,Old,-0.08667,0.39,228.6,63,['Blue'],1.32,12:28:24.648707,12:35:43.784103,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
5,New,New,N/A,N/A,N/A,N/A,N/A,1.35,N/A,12:35:46.602315,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
109,New,New,N/A,N/A,N/A,N/A,N/A,1.37,N/A,12:35:49.455316,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
236,New,New,N/A,N/A,N/A,N/A,N/A,2.75,N/A,12:35:52.322493,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
149,Old,Old,-0.26,-0.078,95.4,26,['Green'],1.68,12:31:24.647271,12:35:56.575619,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
185,Old,Old,-0.43333,-0.234,174.6,48,['Aqua'],2.42,12:28:04.634232,12:35:59.762846,003,2019_Jul_31_1225,PACOLOCO,3.1.5,59.79826004645498,
