StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Image_x,Correct_Image_y,Correct_Color,Correct_Rad#,Correct_AproxColor,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
87,Old,Old,0.08667,0.39,9.0,2,"['Red', 'Orange']",2.65,15:40:24.804446,15:41:23.312376,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
222,Old,Old,-0.26,-0.234,70.2,19,"['Yellow', 'Green']",1.53,15:41:04.799970,15:41:27.465290,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
108,Old,Old,-0.43333,-0.234,167.4,46,['Aqua'],1.43,15:39:19.790817,15:41:30.501269,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
235,New,New,N/A,N/A,N/A,N/A,N/A,1.59,N/A,15:41:33.436685,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
115,Old,Old,0.60667,-0.078,203.4,56,"['Aqua', 'Blue']",1.47,15:38:19.796496,15:41:36.522328,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
208,Old,Old,0.08667,0.234,1.8,0,"['Red', 'Orange']",1.59,15:37:34.797904,15:41:39.490069,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
224,Old,Old,-0.78,0.39,307.8,85,['Pink'],1.72,15:39:44.792219,15:41:42.576601,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
76,Old,Old,0.43333,0.39,88.2,24,['Green'],2.5,15:40:29.791667,15:41:45.795638,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
81,Old,Old,0.60667,0.078,264.6,73,"['Blue', 'Purple']",1.53,15:38:04.803271,15:41:49.799683,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
155,New,New,N/A,N/A,N/A,N/A,N/A,1.45,N/A,15:41:52.833491,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
161,Old,Old,0.43333,-0.078,293.4,81,"['Purple', 'Pink']",1.37,15:38:09.806810,15:41:55.786509,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
159,Old,Old,0.08667,-0.39,199.8,55,"['Aqua', 'Blue']",1.47,15:40:09.793697,15:41:58.654432,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
176,Old,Old,0.60667,-0.234,81.0,22,['Green'],1.57,15:41:09.803550,15:42:01.623587,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
84,New,New,N/A,N/A,N/A,N/A,N/A,1.37,N/A,15:42:04.693506,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
97,Old,Old,0.26,-0.39,329.4,91,['Pink'],1.6,15:37:39.801861,15:42:07.561318,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
74,Old,Old,0.43333,0.234,102.6,28,['Green'],2.22,15:38:34.791522,15:42:10.663549,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
7,New,New,N/A,N/A,N/A,N/A,N/A,1.4,N/A,15:42:14.381800,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
112,Old,Old,-0.08667,-0.234,243.0,67,['Blue'],1.57,15:37:29.794781,15:42:17.285135,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
236,Old,Old,-0.78,-0.234,257.4,71,['Blue'],1.58,15:37:49.792327,15:42:20.354895,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
20,New,New,N/A,N/A,N/A,N/A,N/A,1.47,N/A,15:42:23.438780,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
160,Old,Old,0.08667,-0.234,318.6,88,['Pink'],1.5,15:39:04.796702,15:42:26.408479,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
100,Old,Old,0.26,-0.234,228.6,63,['Blue'],1.52,15:39:49.795744,15:42:29.409127,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
31,Old,Old,0.26,0.39,160.2,44,"['Green', 'Aqua']",1.38,15:40:39.798735,15:42:32.429256,001,2019_Jul_30_1534,PACOLOCO,3.1.5,59.8464409727745,
