StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Image_x,Correct_Image_y,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
139,New,New,N/A,N/A,3.0,N/A,15:53:35.097583,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
17,New,New,N/A,N/A,1.55,N/A,15:53:39.600278,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
101,Old,Old,0.60667,-0.234,0.9,15:52:09.802706,15:53:42.653597,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
175,Old,Old,0.26,-0.078,1.0,15:51:04.805206,15:53:45.054959,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
211,New,New,N/A,N/A,1.03,N/A,15:53:47.557292,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
173,Old,Old,0.26,0.234,0.9,15:51:59.794552,15:53:50.091202,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
160,Old,Old,0.26,0.078,0.82,15:49:29.803268,15:53:52.493878,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
35,New,New,N/A,N/A,0.99,N/A,15:53:54.811635,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
115,Old,Old,-0.26,-0.234,1.0,15:50:09.798292,15:53:57.297251,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
194,Old,Old,-0.08667,-0.234,1.03,15:50:49.794090,15:53:59.798683,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
123,Old,Old,0.08667,0.39,0.83,15:50:39.803414,15:54:02.334655,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
171,New,New,N/A,N/A,0.9,N/A,15:54:04.669478,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
67,Old,Old,0.78,-0.39,1.07,15:51:54.791870,15:54:07.071290,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
230,Old,Old,0.60667,0.39,0.72,15:50:19.806419,15:54:09.638994,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
64,Old,Old,0.43333,0.234,0.72,15:50:54.797411,15:54:11.859093,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
203,New,New,N/A,N/A,1.32,N/A,15:54:14.075707,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
198,Old,Old,0.60667,0.234,1.55,15:51:29.806615,15:54:16.896186,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
193,New,New,N/A,N/A,0.82,N/A,15:54:19.946967,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
44,Old,Old,0.43333,0.078,0.87,15:48:34.796847,15:54:22.265596,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
60,New,New,N/A,N/A,0.95,N/A,15:54:24.633410,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
30,Old,Old,-0.08667,0.234,1.0,15:48:39.799520,15:54:27.085595,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
108,Old,Old,0.08667,-0.234,1.0,15:51:34.794016,15:54:29.586673,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
166,Old,Old,-0.08667,0.39,0.74,15:49:49.800541,15:54:32.089128,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
157,New,Old,0.43333,-0.078,0.98,15:51:24.802612,15:54:34.323583,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
226,New,New,N/A,N/A,0.98,N/A,15:54:36.810600,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
104,Old,Old,-0.43333,0.39,1.02,15:51:19.798680,15:54:39.293966,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
129,Old,Old,0.78,-0.078,0.83,15:48:54.794236,15:54:41.814293,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
219,Old,Old,-0.26,-0.078,0.57,15:50:24.792735,15:54:44.147318,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
81,Old,Old,-0.26,0.078,0.65,15:52:19.792729,15:54:46.215179,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
178,New,New,N/A,N/A,1.02,N/A,15:54:48.367940,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
85,Old,Old,-0.78,-0.078,0.84,15:51:14.799957,15:54:50.885408,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
87,Old,Old,-0.78,0.39,0.95,15:49:54.803791,15:54:53.221366,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
151,Old,Old,0.08667,0.234,0.74,15:50:04.795089,15:54:55.672086,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
144,Old,Old,-0.08667,-0.39,0.75,15:51:09.792021,15:54:57.907984,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
224,Old,Old,-0.43333,-0.078,0.68,15:52:34.803598,15:55:00.159087,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
13,New,New,N/A,N/A,1.07,N/A,15:55:02.344637,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
73,New,Old,0.60667,-0.078,1.07,15:49:04.801145,15:55:04.912119,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
116,Old,Old,-0.60667,0.078,1.47,15:49:44.801505,15:55:07.481639,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
107,New,New,N/A,N/A,1.09,N/A,15:55:10.450173,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
14,Old,Old,-0.78,0.234,0.88,15:48:44.803969,15:55:13.036037,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
75,Old,Old,0.26,0.39,0.8,15:51:44.800497,15:55:15.420413,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
89,Old,New,N/A,N/A,1.42,N/A,15:55:17.722479,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
79,New,New,N/A,N/A,0.94,N/A,15:55:20.639831,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
112,Old,Old,0.78,0.234,0.77,15:49:09.805028,15:55:23.076577,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
53,Old,Old,-0.43333,0.078,1.0,15:49:59.807488,15:55:25.344020,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
132,Old,Old,0.78,0.39,0.72,15:52:29.799996,15:55:27.846373,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
177,Old,Old,0.26,-0.39,0.87,15:49:19.795553,15:55:30.063608,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
91,New,New,N/A,N/A,0.88,N/A,15:55:32.433091,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
93,Old,Old,0.08667,-0.39,1.03,15:50:44.807130,15:55:34.817789,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
22,Old,Old,-0.26,0.234,0.7,15:52:24.796193,15:55:37.353318,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
63,New,New,N/A,N/A,0.9,N/A,15:55:39.554575,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
202,New,New,N/A,N/A,1.0,N/A,15:55:41.957779,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
42,Old,Old,-0.43333,-0.39,0.83,15:50:59.800989,15:55:44.457298,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
103,New,Old,-0.43333,-0.234,0.78,15:51:39.796860,15:55:46.794590,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
3,Old,Old,0.26,-0.234,0.97,15:51:49.803780,15:55:49.078503,013,2019_Aug_07_1547,PACOLO,3.1.5,59.99682521134181,
