StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Color,Correct_Rad#,Correct_AproxColor,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
182,Old,Old,59.4,16,"['Yellow', 'Green']",1.38,11:40:17.527185,11:45:26.168134,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
237,New,New,N/A,N/A,N/A,1.13,N/A,11:45:29.051609,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
191,Old,New,N/A,N/A,N/A,1.79,N/A,11:45:31.687716,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
236,Old,Old,311.4,86,['Pink'],1.02,11:42:02.536211,11:45:34.971878,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
84,Old,Old,214.2,59,"['Aqua', 'Blue']",0.88,11:43:42.525057,11:45:37.492045,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
120,Old,Old,250.2,69,['Blue'],1.8,11:42:12.526940,11:45:39.875993,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
199,New,New,N/A,N/A,N/A,0.83,N/A,11:45:43.179498,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
146,Old,Old,52.2,14,['Yellow'],1.62,11:43:32.534773,11:45:45.515438,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
138,Old,Old,113.4,31,['Green'],1.1,11:42:32.524722,11:45:48.633118,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
223,Old,Old,207.0,57,"['Aqua', 'Blue']",0.83,11:41:02.526359,11:45:51.236096,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
111,Old,Old,210.6,58,"['Aqua', 'Blue']",0.73,11:43:22.527511,11:45:53.570201,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
178,New,New,N/A,N/A,N/A,0.85,N/A,11:45:55.806169,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
197,Old,Old,102.6,28,['Green'],1.03,11:40:57.538765,11:45:58.156922,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
71,Old,Old,9.0,2,"['Red', 'Orange']",1.25,11:40:22.530780,11:46:00.693219,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
82,New,New,N/A,N/A,N/A,1.02,N/A,11:46:03.443587,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
152,Old,Old,246.6,68,['Blue'],0.95,11:39:52.525572,11:46:05.962620,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
40,Old,Old,34.2,9,['Yellow'],1.57,11:40:47.532015,11:46:08.413678,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
142,Old,Old,23.4,6,"['Orange', 'Yellow']",0.87,11:42:57.526101,11:46:11.482925,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
29,New,New,N/A,N/A,N/A,0.97,N/A,11:46:13.851610,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
190,Old,Old,88.2,24,['Green'],1.1,11:40:02.532777,11:46:16.320414,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
219,New,Old,55.8,15,['Yellow'],1.27,11:41:22.524025,11:46:18.921594,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
164,Old,Old,45.0,12,['Yellow'],0.95,11:40:42.528348,11:46:21.690511,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
193,Old,Old,84.6,23,['Green'],1.27,11:43:07.533345,11:46:24.141618,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
183,Old,Old,16.2,4,"['Red', 'Orange']",4.32,11:42:07.523334,11:46:26.910933,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
239,New,Old,145.8,40,"['Green', 'Aqua']",1.22,11:41:57.532655,11:46:32.731879,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
106,Old,Old,293.4,81,"['Purple', 'Pink']",2.09,11:40:32.537922,11:46:35.449153,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
32,New,New,N/A,N/A,N/A,1.13,N/A,11:46:39.040684,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
72,New,New,N/A,N/A,N/A,0.98,N/A,11:46:41.671667,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
101,New,New,N/A,N/A,N/A,0.98,N/A,11:46:44.156208,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
21,New,Old,261.0,72,"['Blue', 'Purple']",0.85,11:41:37.534881,11:46:46.641927,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
34,New,Old,109.8,30,['Green'],1.03,11:43:17.523927,11:46:48.993684,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
162,Old,Old,153.0,42,"['Green', 'Aqua']",0.83,11:42:17.530428,11:46:51.528911,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
94,Old,Old,156.6,43,"['Green', 'Aqua']",1.24,11:39:47.522378,11:46:53.863099,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
218,New,Old,120.6,33,['Green'],0.82,11:41:42.538436,11:46:56.599255,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
144,New,New,N/A,N/A,N/A,2.6,N/A,11:46:58.916955,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
113,Old,Old,203.4,56,"['Aqua', 'Blue']",1.57,11:42:52.522377,11:47:03.020464,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
83,New,New,N/A,N/A,N/A,1.2,N/A,11:47:06.090598,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
27,New,New,N/A,N/A,N/A,1.23,N/A,11:47:08.790422,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
234,Old,Old,70.2,19,"['Yellow', 'Green']",0.85,11:40:12.540182,11:47:11.526635,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
194,Old,Old,1.8,0,"['Red', 'Orange']",0.85,11:43:12.536847,11:47:13.877430,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
121,New,New,N/A,N/A,N/A,0.8,N/A,11:47:16.231120,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
93,Old,Old,333.0,92,['Pink'],1.95,11:42:42.531747,11:47:18.531732,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
24,Old,Old,279.0,77,"['Purple', 'Pink']",1.33,11:42:47.535465,11:47:21.984196,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
168,Old,Old,19.8,5,"['Red', 'Orange']",1.39,11:40:07.536552,11:47:24.819007,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
169,New,Old,329.4,91,['Pink'],1.07,11:42:27.537178,11:47:27.704850,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
75,New,Old,12.6,3,"['Red', 'Orange']",1.34,11:41:47.525562,11:47:30.272051,008,2019_Aug_07_1137,PACOCO,3.1.5,59.5742029155404,
