StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Image_x,Correct_Image_y,Correct_Color,Correct_Rad#,Correct_AproxColor,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
175,Old,Old,-0.78,-0.234,282.6,78,"['Purple', 'Pink']",1.55,13:17:46.078192,13:22:24.965498,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
127,New,New,N/A,N/A,N/A,N/A,N/A,1.13,N/A,13:22:28.019096,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
82,New,New,N/A,N/A,N/A,N/A,N/A,2.02,N/A,13:22:30.652945,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
217,Old,Old,-0.26,-0.078,19.8,5,"['Red', 'Orange']",1.17,13:18:56.079643,13:22:34.172189,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
200,New,New,N/A,N/A,N/A,N/A,N/A,1.3,N/A,13:22:36.840199,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
125,Old,Old,-0.60667,0.078,264.6,73,"['Blue', 'Purple']",1.92,13:18:41.069083,13:22:39.642834,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
91,Old,Old,-0.26,0.078,48.6,13,['Yellow'],1.45,13:20:51.078958,13:22:43.063374,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
132,New,New,N/A,N/A,N/A,N/A,N/A,1.22,N/A,13:22:46.014194,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
9,Old,Old,0.43333,-0.39,333.0,92,['Pink'],1.17,13:19:46.066303,13:22:48.732913,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
43,Old,Old,-0.08667,-0.39,5.4,1,"['Red', 'Orange']",1.35,13:18:31.077898,13:22:51.400901,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
170,Old,Old,0.26,0.234,189.0,52,"['Aqua', 'Blue']",1.1,13:17:06.066711,13:22:54.253438,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
14,New,New,N/A,N/A,N/A,N/A,N/A,1.6,N/A,13:22:56.854455,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
13,Old,Old,-0.26,0.39,185.4,51,"['Aqua', 'Blue']",1.47,13:19:51.069424,13:22:59.957628,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
70,Old,Old,0.26,-0.234,102.6,28,['Green'],1.18,13:19:56.072286,13:23:02.927204,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
90,New,New,N/A,N/A,N/A,N/A,N/A,1.42,N/A,13:23:05.611357,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
47,Old,Old,0.60667,0.39,135.0,37,"['Green', 'Aqua']",1.62,13:19:01.067577,13:23:08.531648,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
80,Old,Old,0.43333,0.39,307.8,85,['Pink'],2.62,13:18:46.072847,13:23:11.648487,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
89,New,New,N/A,N/A,N/A,N/A,N/A,2.2,N/A,13:23:15.769122,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
164,New,Old,-0.43333,-0.39,109.8,30,['Green'],2.62,13:17:56.069494,13:23:19.472114,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
236,Old,New,N/A,N/A,N/A,N/A,N/A,2.5,N/A,13:23:23.591582,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
190,Old,Old,0.08667,0.39,343.8,95,"['Red', 'Pink']",1.52,13:19:26.068216,13:23:27.593439,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
160,Old,Old,0.78,-0.39,271.8,75,['Purple'],1.15,13:20:46.075596,13:23:30.613510,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
100,Old,Old,0.78,0.39,27.0,7,"['Orange', 'Yellow']",1.47,13:18:21.070439,13:23:33.266506,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
197,New,Old,0.78,0.234,325.8,90,['Pink'],2.6,13:19:21.081629,13:23:36.233789,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
58,Old,Old,0.43333,0.078,174.6,48,['Aqua'],2.3,13:17:16.072758,13:23:40.337000,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
77,New,Old,0.26,0.39,37.8,10,['Yellow'],1.7,13:18:36.081835,13:23:44.139911,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
81,Old,Old,0.43333,-0.078,163.8,45,"['Green', 'Aqua']",1.7,13:17:41.075511,13:23:47.341281,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
165,New,New,N/A,N/A,N/A,N/A,N/A,1.4,N/A,13:23:50.544467,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
211,Old,Old,-0.08667,0.39,88.2,24,['Green'],1.3,13:20:06.079722,13:23:53.447846,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
134,New,New,N/A,N/A,N/A,N/A,N/A,1.18,N/A,13:23:56.248903,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
104,Old,Old,0.08667,-0.39,113.4,31,['Green'],1.2,13:17:21.077082,13:23:58.934285,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
124,New,Old,-0.60667,-0.234,358.2,99,"['Red', 'Orange']",1.65,13:19:16.078127,13:24:01.636140,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
120,Old,Old,-0.43333,0.234,84.6,23,['Green'],1.22,13:19:41.079923,13:24:04.788526,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
66,Old,Old,0.78,-0.234,124.2,34,['Green'],1.62,13:17:31.068058,13:24:07.506212,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
237,Old,Old,0.78,0.078,59.4,16,"['Yellow', 'Green']",1.6,13:19:11.074799,13:24:10.625433,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
202,New,New,N/A,N/A,N/A,N/A,N/A,1.17,N/A,13:24:13.728673,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
239,Old,Old,-0.26,-0.39,131.4,36,['Green'],2.02,13:18:01.073121,13:24:16.396132,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
49,Old,Old,-0.43333,0.39,315.0,87,['Pink'],3.24,13:21:11.077447,13:24:19.916284,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
1,New,New,N/A,N/A,N/A,N/A,N/A,1.07,N/A,13:24:24.653079,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
142,Old,Old,-0.08667,0.234,160.2,44,"['Green', 'Aqua']",1.22,13:20:11.066780,13:24:27.220156,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
24,Old,Old,0.08667,-0.234,63.0,17,"['Yellow', 'Green']",1.3,13:19:31.072830,13:24:29.940428,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
108,New,Old,-0.26,0.234,210.6,58,"['Aqua', 'Blue']",1.9,13:17:36.071351,13:24:32.741707,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
45,New,New,N/A,N/A,N/A,N/A,N/A,1.37,N/A,13:24:36.144540,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
8,New,New,N/A,N/A,N/A,N/A,N/A,1.57,N/A,13:24:39.013398,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
17,New,New,N/A,N/A,N/A,N/A,N/A,1.12,N/A,13:24:42.081449,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
153,New,New,N/A,N/A,N/A,N/A,N/A,1.2,N/A,13:24:44.700771,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
194,New,Old,0.60667,-0.234,9.0,2,"['Red', 'Orange']",1.7,13:20:31.081148,13:24:47.402374,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
87,Old,Old,-0.60667,0.234,336.6,93,"['Red', 'Pink']",1.13,13:20:16.070082,13:24:50.605609,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
204,Old,Old,-0.78,-0.39,181.8,50,"['Aqua', 'Blue']",1.22,13:18:26.075222,13:24:53.241759,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
36,New,New,N/A,N/A,N/A,N/A,N/A,1.49,N/A,13:24:55.958665,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
23,Old,Old,0.60667,-0.39,268.2,74,"['Blue', 'Purple']",1.78,13:17:26.080618,13:24:58.944734,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
138,New,New,N/A,N/A,N/A,N/A,N/A,1.6,N/A,13:25:02.229517,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
101,New,Old,-0.43333,-0.234,311.4,86,['Pink'],1.73,13:18:16.067205,13:25:05.332989,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
139,Old,Old,0.26,-0.39,127.8,35,['Green'],2.1,13:20:41.071964,13:25:08.569610,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
4,New,Old,0.26,-0.078,347.4,96,"['Red', 'Pink']",1.47,13:20:21.073611,13:25:12.170532,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
196,Old,Old,0.26,0.078,106.2,29,['Green'],3.32,13:18:06.076211,13:25:15.140543,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
103,New,New,N/A,N/A,N/A,N/A,N/A,1.02,N/A,13:25:19.960292,004,2019_Aug_02_1314,PACOLOCO,3.1.5,59.9445521285065,
