StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Image_x,Correct_Image_y,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
56,Old,Old,-0.26,-0.39,1.05,13:38:58.250513,13:40:49.764473,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
98,New,New,N/A,N/A,1.6,N/A,13:40:52.317087,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
227,New,New,N/A,N/A,1.1,N/A,13:40:55.417480,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
164,Old,Old,-0.43333,-0.078,0.72,13:40:03.248079,13:40:58.020547,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
69,New,New,N/A,N/A,4.9,N/A,13:41:00.238302,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
61,Old,New,N/A,N/A,1.48,N/A,13:41:06.644617,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
159,Old,Old,-0.26,0.078,13.43,13:40:38.256209,13:41:09.628299,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
82,Old,Old,0.60667,0.234,0.75,13:38:13.251394,13:41:24.561034,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
39,Old,Old,-0.78,0.39,1.37,13:36:58.263723,13:41:26.808688,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
90,Old,Old,-0.60667,0.39,1.94,13:38:53.247067,13:41:29.676624,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
52,Old,Old,0.78,0.078,1.12,13:38:23.258007,13:41:33.112791,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
107,New,New,N/A,N/A,1.15,N/A,13:41:35.732636,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
127,New,New,N/A,N/A,1.05,N/A,13:41:38.383235,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
221,New,New,N/A,N/A,3.87,N/A,13:41:40.936791,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
189,Old,Old,-0.08667,0.39,1.17,13:38:38.251999,13:41:46.306198,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
205,Old,Old,-0.78,-0.39,0.95,13:39:53.256441,13:41:48.974118,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
223,New,Old,-0.43333,0.234,1.15,13:37:38.258631,13:41:51.426541,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
220,New,New,N/A,N/A,1.08,N/A,13:41:54.077700,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
57,New,New,N/A,N/A,1.79,N/A,13:41:56.663465,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
50,Old,Old,0.60667,-0.078,0.64,13:39:43.250000,13:41:59.947916,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
65,Old,Old,0.26,-0.078,1.23,13:37:18.261174,13:42:02.084201,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
89,Old,Old,-0.43333,-0.39,0.92,13:37:03.250941,13:42:04.818405,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
29,New,New,N/A,N/A,1.05,N/A,13:42:07.237927,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
178,New,New,N/A,N/A,1.05,N/A,13:42:09.788388,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
207,Old,Old,-0.78,0.234,1.9,13:39:13.260964,13:42:12.341544,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
25,New,Old,-0.60667,0.078,1.02,13:37:48.249988,13:42:15.745026,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
210,New,New,N/A,N/A,0.75,N/A,13:42:18.262648,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
142,New,New,N/A,N/A,0.72,N/A,13:42:20.515185,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
94,Old,Old,0.43333,0.078,0.92,13:39:38.246426,13:42:22.732364,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
167,New,Old,-0.78,-0.234,0.95,13:39:23.251473,13:42:25.150009,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
194,New,New,N/A,N/A,1.37,N/A,13:42:27.602581,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
237,Old,Old,-0.26,0.39,3.99,13:40:08.250694,13:42:30.470235,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
122,Old,Old,-0.60667,0.234,1.75,13:36:53.259398,13:42:35.959815,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
140,Old,Old,0.60667,-0.39,1.7,13:40:13.254362,13:42:39.210784,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
15,Old,Old,0.08667,0.39,2.29,13:36:33.246128,13:42:42.413443,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
160,New,New,N/A,N/A,1.95,N/A,13:42:46.200583,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
172,Old,Old,-0.26,-0.078,2.2,13:37:58.257179,13:42:49.650909,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
2,Old,Old,0.60667,0.078,1.15,13:36:48.257368,13:42:53.353821,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
169,New,New,N/A,N/A,2.27,N/A,13:42:56.007730,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
118,New,New,N/A,N/A,1.37,N/A,13:42:59.775158,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
73,New,Old,0.43333,-0.078,1.58,13:37:28.252174,13:43:02.644643,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
187,Old,Old,-0.43333,0.39,0.92,13:36:43.252349,13:43:05.731235,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
196,Old,Old,-0.26,0.234,0.77,13:38:28.261830,13:43:08.148407,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
156,Old,Old,0.78,-0.078,0.95,13:39:33.258710,13:43:10.415507,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
60,Old,Old,-0.08667,0.234,0.88,13:37:13.257335,13:43:12.869537,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
44,Old,Old,0.78,-0.39,1.0,13:38:33.248865,13:43:15.252847,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
235,Old,Old,-0.43333,0.078,1.1,13:40:18.258157,13:43:17.755536,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
192,Old,Old,0.43333,-0.234,0.87,13:40:28.249210,13:43:20.356007,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
242,Old,Old,0.43333,0.234,1.08,13:38:43.256118,13:43:22.725969,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
161,Old,Old,0.43333,0.39,0.95,13:36:38.248788,13:43:25.310286,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
170,New,New,N/A,N/A,1.82,N/A,13:43:27.763325,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
92,Old,Old,-0.60667,-0.39,0.88,13:37:23.248470,13:43:31.082942,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
137,New,New,N/A,N/A,0.97,N/A,13:43:33.466400,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
171,New,New,N/A,N/A,1.39,N/A,13:43:35.936348,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
7,Old,Old,-0.78,0.078,0.98,13:38:48.260042,13:43:38.820803,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
141,Old,Old,0.78,0.234,0.85,13:39:58.260762,13:43:41.305873,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
83,New,Old,-0.43333,-0.234,2.49,13:39:03.253784,13:43:43.656904,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
88,Old,Old,0.78,-0.234,1.07,13:37:53.253431,13:43:47.643706,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
71,New,New,N/A,N/A,1.07,N/A,13:43:50.211105,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
222,New,New,N/A,N/A,0.97,N/A,13:43:52.780909,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
151,New,Old,0.60667,-0.234,2.65,13:40:33.252084,13:43:55.248239,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
22,Old,Old,0.26,0.39,1.14,13:37:08.253753,13:43:59.401284,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
139,New,Old,-0.08667,-0.39,3.47,13:39:48.253331,13:44:02.037590,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
119,Old,Old,-0.08667,-0.234,0.8,13:37:33.255266,13:44:07.012692,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
