StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Image_x,Correct_Image_y,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
168,Old,Old,0.26,-0.234,0.9,13:38:03.260448,13:44:09.309035,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
138,New,Old,-0.60667,-0.234,0.88,13:39:08.257701,13:44:11.711326,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
123,New,New,N/A,N/A,0.83,N/A,13:44:14.096347,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
190,New,New,N/A,N/A,0.8,N/A,13:44:16.431346,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
42,Old,Old,0.26,0.234,0.84,13:37:43.246352,13:44:18.732457,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
135,Old,Old,0.43333,-0.39,0.67,13:38:18.254826,13:44:21.069164,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
179,Old,Old,-0.26,-0.234,1.5,13:40:23.245621,13:44:23.235937,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
126,New,Old,0.08667,0.234,0.75,13:39:28.255863,13:44:26.239674,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
229,New,New,N/A,N/A,0.75,N/A,13:44:28.489285,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
133,Old,Old,-0.60667,-0.078,0.85,13:38:08.247377,13:44:30.742621,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
45,Old,Old,-0.78,-0.078,1.42,13:39:18.248436,13:44:33.093318,011,2019_Aug_07_1334,PACOLO,3.1.5,59.971587020781996,
