StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Image_x,Correct_Image_y,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
162,Old,Old,-0.43333,-0.39,1.25,15:52:17.986925,15:54:40.074873,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
236,New,New,N/A,N/A,2.94,N/A,15:54:42.826148,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
185,New,New,N/A,N/A,3.79,N/A,15:54:47.262790,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
240,Old,Old,-0.60667,-0.078,0.87,15:52:12.983555,15:54:52.549643,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
222,Old,Old,0.26,-0.234,1.37,15:50:27.993938,15:54:54.919073,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
58,Old,Old,-0.08667,0.39,1.5,15:50:07.985873,15:54:57.787097,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
169,Old,Old,-0.78,-0.39,0.8,15:49:02.987886,15:55:00.790077,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
173,Old,Old,0.26,-0.39,1.25,15:49:07.991104,15:55:03.090794,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
226,Old,New,N/A,N/A,1.08,N/A,15:55:05.843847,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
83,New,New,N/A,N/A,1.59,N/A,15:55:08.428252,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
133,New,New,N/A,N/A,1.04,N/A,15:55:11.514403,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
37,Old,Old,-0.43333,0.39,0.9,15:50:37.982778,15:55:14.050382,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
3,New,Old,-0.26,0.234,1.1,15:49:27.989155,15:55:16.450894,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
78,Old,Old,0.26,0.078,1.12,15:50:02.998182,15:55:19.054261,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
205,New,New,N/A,N/A,1.3,N/A,15:55:21.671341,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
23,Old,Old,-0.08667,0.234,0.8,15:53:02.986000,15:55:24.475190,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
96,New,New,N/A,N/A,1.18,N/A,15:55:26.775424,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
71,New,Old,-0.26,0.39,2.57,15:50:57.979127,15:55:29.461796,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
118,New,New,N/A,N/A,1.22,N/A,15:55:33.529825,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
214,New,New,N/A,N/A,1.05,N/A,15:55:36.249241,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
41,Old,Old,0.08667,0.39,1.3,15:52:52.979341,15:55:38.801992,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
202,Old,Old,0.78,-0.39,3.34,15:51:17.982942,15:55:41.602502,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
183,Old,Old,-0.60667,0.234,1.12,15:52:02.976173,15:55:46.439825,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
35,Old,Old,0.26,-0.078,1.25,15:52:57.982730,15:55:49.059567,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
142,Old,Old,-0.26,-0.39,1.03,15:50:32.979631,15:55:51.810458,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
5,Old,Old,-0.08667,-0.39,1.17,15:49:43.000832,15:55:54.346700,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
54,New,New,N/A,N/A,1.22,N/A,15:55:57.014475,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
139,New,New,N/A,N/A,1.39,N/A,15:55:59.732918,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
123,Old,Old,-0.26,0.078,1.39,15:49:22.985869,15:56:02.617267,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
201,Old,Old,0.43333,-0.078,0.95,15:51:12.990198,15:56:05.503822,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
124,Old,Old,0.60667,-0.078,1.29,15:49:37.996502,15:56:07.955058,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
121,Old,Old,-0.60667,-0.234,1.17,15:49:32.992696,15:56:10.740988,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
163,New,New,N/A,N/A,0.95,N/A,15:56:13.408826,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
181,New,New,N/A,N/A,1.4,N/A,15:56:15.860764,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
190,New,New,N/A,N/A,1.2,N/A,15:56:18.762702,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
189,New,New,N/A,N/A,1.15,N/A,15:56:21.465477,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
94,New,New,N/A,N/A,1.72,N/A,15:56:24.118535,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
42,Old,Old,0.78,-0.234,1.02,15:52:32.981699,15:56:27.335764,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
114,Old,Old,0.26,0.234,0.92,15:52:22.991024,15:56:29.854823,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
28,Old,Old,-0.26,-0.234,1.07,15:50:12.990107,15:56:32.272332,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
146,New,New,N/A,N/A,1.02,N/A,15:56:34.841922,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
105,New,New,N/A,N/A,1.25,N/A,15:56:37.359660,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
235,Old,Old,0.60667,-0.234,1.44,15:51:32.987465,15:56:40.112200,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
53,Old,Old,-0.78,0.39,1.15,15:52:42.988870,15:56:43.046995,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
104,Old,Old,0.78,0.39,1.12,15:52:47.975257,15:56:45.699642,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
227,New,New,N/A,N/A,1.1,N/A,15:56:48.317614,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
50,Old,Old,-0.43333,0.078,1.1,15:50:22.992191,15:56:50.920266,007,2019_Aug_06_1547,PACOLO,3.1.5,60.202147614121124,
