StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Color,Correct_Rad#,Correct_AproxColor,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
15,Old,Old,261.0,72,"['Blue', 'Purple']",1.15,15:29:35.733124,15:33:45.401058,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
104,Old,Old,138.6,38,"['Green', 'Aqua']",1.85,15:31:00.746128,15:33:48.053833,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
77,Old,Old,99.0,27,['Green'],1.64,15:31:25.747525,15:33:51.405076,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
28,Old,Old,88.2,24,['Green'],1.22,15:31:20.744246,15:33:54.541070,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
182,New,New,N/A,N/A,N/A,0.99,N/A,15:33:57.258660,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
159,New,New,N/A,N/A,N/A,1.27,N/A,15:33:59.744920,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
89,New,New,N/A,N/A,N/A,1.39,N/A,15:34:02.512257,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
56,New,New,N/A,N/A,N/A,0.93,N/A,15:34:05.398596,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
234,New,New,N/A,N/A,N/A,1.35,N/A,15:34:07.835247,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
158,Old,Old,239.4,66,['Blue'],1.03,15:31:40.741614,15:34:10.686316,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
149,New,New,N/A,N/A,N/A,1.78,N/A,15:34:13.222506,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
72,Old,Old,235.8,65,['Blue'],1.09,15:29:30.729751,15:34:16.506329,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
83,New,New,N/A,N/A,N/A,0.92,N/A,15:34:19.092605,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
239,New,New,N/A,N/A,N/A,1.17,N/A,15:34:21.509750,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
22,Old,Old,142.2,39,"['Green', 'Aqua']",1.13,15:28:45.630975,15:34:24.179510,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
29,Old,Old,48.6,13,['Yellow'],1.2,15:32:15.734206,15:34:26.813778,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
94,New,Old,91.8,25,['Green'],1.45,15:29:15.735352,15:34:29.516721,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
13,New,New,N/A,N/A,N/A,1.79,N/A,15:34:32.467278,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
181,New,New,N/A,N/A,N/A,1.1,N/A,15:34:35.754330,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
37,New,New,N/A,N/A,N/A,1.2,N/A,15:34:38.357647,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
218,Old,Old,59.4,16,"['Yellow', 'Green']",1.1,15:31:30.734019,15:34:41.058494,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
241,Old,Old,45.0,12,['Yellow'],1.0,15:29:00.625988,15:34:43.660568,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
85,Old,Old,325.8,90,['Pink'],1.13,15:31:45.745281,15:34:46.161700,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
73,New,Old,196.2,54,"['Aqua', 'Blue']",1.17,15:30:25.736638,15:34:48.797563,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
230,Old,Old,286.2,79,"['Purple', 'Pink']",1.17,15:32:20.738234,15:34:51.465192,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
118,Old,Old,77.4,21,['Green'],1.73,15:30:30.740770,15:34:54.134947,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
192,Old,Old,347.4,96,"['Red', 'Pink']",1.24,15:29:25.730745,15:34:57.369859,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
26,Old,Old,84.6,23,['Green'],1.0,15:28:50.634864,15:35:00.105734,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
128,Old,Old,106.2,29,['Green'],1.56,15:28:55.622144,15:35:02.607108,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
103,Old,Old,192.6,53,"['Aqua', 'Blue']",1.05,15:32:05.743970,15:35:05.663804,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
173,Old,Old,289.8,80,"['Purple', 'Pink']",1.57,15:31:55.735864,15:35:08.212426,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
169,New,New,N/A,N/A,N/A,0.77,N/A,15:35:11.280016,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
200,New,New,N/A,N/A,N/A,0.85,N/A,15:35:13.548210,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
59,Old,Old,9.0,2,"['Red', 'Orange']",0.98,15:32:00.740458,15:35:15.899146,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
233,New,New,N/A,N/A,N/A,0.82,N/A,15:35:18.385596,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
7,Old,Old,304.2,84,['Pink'],0.97,15:29:20.739385,15:35:20.703192,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
119,Old,Old,55.8,15,['Yellow'],1.15,15:28:30.620592,15:35:23.172384,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
177,New,New,N/A,N/A,N/A,1.0,N/A,15:35:25.823080,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
45,Old,Old,12.6,3,"['Red', 'Orange']",1.18,15:31:35.738000,15:35:28.325993,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
9,Old,Old,19.8,5,"['Red', 'Orange']",1.1,15:29:40.736938,15:35:31.009705,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
32,New,New,N/A,N/A,N/A,2.15,N/A,15:35:33.613041,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
186,Old,Old,253.8,70,['Blue'],0.87,15:29:10.633235,15:35:37.263389,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
20,Old,Old,174.6,48,['Aqua'],1.12,15:30:35.743840,15:35:39.632953,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
240,Old,Old,124.2,34,['Green'],0.97,15:29:50.744747,15:35:42.250487,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
27,Old,Old,102.6,28,['Green'],1.7,15:30:00.734650,15:35:44.719996,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
41,New,New,N/A,N/A,N/A,1.2,N/A,15:35:47.923322,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
71,Old,Old,225.0,62,"['Aqua', 'Blue']",1.27,15:30:45.734513,15:35:50.624267,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
81,New,New,N/A,N/A,N/A,1.33,N/A,15:35:53.394037,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
224,Old,Old,149.4,41,"['Green', 'Aqua']",0.78,15:28:35.623803,15:35:56.228222,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
34,Old,Old,243.0,67,['Blue'],1.13,15:29:05.629556,15:35:58.514422,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
66,Old,Old,300.6,83,['Pink'],0.88,15:29:45.740570,15:36:01.148531,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
160,New,New,N/A,N/A,N/A,0.88,N/A,15:36:03.534593,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
90,New,Old,160.2,44,"['Green', 'Aqua']",1.55,15:32:30.745021,15:36:05.918446,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
108,Old,Old,351.0,97,['Red'],1.07,15:28:40.627087,15:36:08.971074,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
137,Old,Old,358.2,99,"['Red', 'Orange']",1.42,15:32:10.746851,15:36:11.539118,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
223,Old,Old,153.0,42,"['Green', 'Aqua']",1.72,15:31:10.736971,15:36:14.458459,006,2019_Aug_06_1526,PACOCO,3.1.5,59.916101998847914,
