StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Image_x,Correct_Image_y,Correct_Color,Correct_Rad#,Correct_AproxColor,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
33,New,New,N/A,N/A,N/A,N/A,N/A,0.9,N/A,13:10:40.599197,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
172,New,Old,-0.26,0.078,181.8,50,"['Aqua', 'Blue']",1.04,13:06:33.084891,13:10:42.998780,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
147,Old,Old,-0.78,0.234,12.6,3,"['Red', 'Orange']",0.73,13:06:23.077183,13:10:45.536229,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
25,Old,Old,0.08667,-0.39,286.2,79,"['Purple', 'Pink']",0.7,13:05:18.078939,13:10:47.769803,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
60,New,New,N/A,N/A,N/A,N/A,N/A,1.07,N/A,13:10:49.972900,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
58,Old,Old,0.08667,-0.234,199.8,55,"['Aqua', 'Blue']",0.63,13:08:33.089184,13:10:52.540197,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
197,Old,Old,-0.26,-0.078,84.6,23,['Green'],0.7,13:06:13.086030,13:10:54.673820,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
190,Old,Old,0.26,-0.234,145.8,40,"['Green', 'Aqua']",1.29,13:08:08.087573,13:10:56.876218,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
191,Old,Old,-0.60667,0.234,113.4,31,['Green'],0.62,13:08:38.076803,13:10:59.660884,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
123,New,New,N/A,N/A,N/A,N/A,N/A,1.77,N/A,13:11:01.780066,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
212,New,Old,0.43333,0.078,307.8,85,['Pink'],0.92,13:09:03.077959,13:11:05.050246,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
32,Old,Old,-0.60667,0.078,41.4,11,['Yellow'],1.05,13:06:28.081284,13:11:07.467693,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
234,New,New,N/A,N/A,N/A,N/A,N/A,1.2,N/A,13:11:10.020615,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
14,Old,Old,0.43333,0.39,228.6,63,['Blue'],0.83,13:05:23.083298,13:11:12.721089,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
83,New,New,N/A,N/A,N/A,N/A,N/A,1.0,N/A,13:11:15.057757,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
236,Old,Old,0.60667,0.234,343.8,95,"['Red', 'Pink']",1.03,13:07:13.080262,13:11:17.558160,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
241,Old,Old,-0.08667,-0.234,196.2,54,"['Aqua', 'Blue']",0.62,13:06:08.083108,13:11:20.094477,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
50,Old,Old,-0.78,-0.39,336.6,93,"['Red', 'Pink']",0.78,13:07:03.089795,13:11:22.212565,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
214,Old,Old,0.78,0.39,311.4,86,['Pink'],1.0,13:07:38.082138,13:11:24.496431,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
118,New,Old,-0.43333,0.39,106.2,29,['Green'],3.65,13:05:58.075788,13:11:26.998768,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
185,New,Old,-0.78,0.39,178.2,49,['Aqua'],1.25,13:05:33.090776,13:11:32.151885,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
170,New,New,N/A,N/A,N/A,N/A,N/A,0.98,N/A,13:11:34.905565,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
227,Old,Old,-0.08667,0.234,279.0,77,"['Purple', 'Pink']",1.29,13:08:18.078438,13:11:37.389244,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
133,New,New,N/A,N/A,N/A,N/A,N/A,0.82,N/A,13:11:40.176216,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
90,New,New,N/A,N/A,N/A,N/A,N/A,1.35,N/A,13:11:42.492843,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
168,Old,Old,-0.60667,-0.234,257.4,71,['Blue'],0.85,13:05:48.084462,13:11:45.346554,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
7,Old,Old,0.43333,-0.39,217.8,60,"['Aqua', 'Blue']",0.58,13:08:28.085677,13:11:47.696632,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
84,New,New,N/A,N/A,N/A,N/A,N/A,0.87,N/A,13:11:49.780821,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
74,Old,Old,-0.43333,-0.234,95.4,26,['Green'],1.63,13:08:58.074479,13:11:52.150966,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
8,Old,Old,-0.43333,-0.39,315.0,87,['Pink'],0.8,13:05:38.077021,13:11:55.287235,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
56,New,New,N/A,N/A,N/A,N/A,N/A,1.18,N/A,13:11:57.587684,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
202,New,New,N/A,N/A,N/A,N/A,N/A,3.7,N/A,13:12:00.272991,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
29,New,New,N/A,N/A,N/A,N/A,N/A,1.77,N/A,13:12:05.477959,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
45,New,New,N/A,N/A,N/A,N/A,N/A,1.12,N/A,13:12:08.744627,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
57,Old,Old,0.60667,0.39,289.8,80,"['Purple', 'Pink']",0.85,13:08:23.082477,13:12:11.364393,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
53,New,New,N/A,N/A,N/A,N/A,N/A,1.39,N/A,13:12:13.715842,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
152,New,New,N/A,N/A,N/A,N/A,N/A,0.88,N/A,13:12:16.601464,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
11,New,New,N/A,N/A,N/A,N/A,N/A,2.6,N/A,13:12:18.986014,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
162,Old,Old,0.60667,-0.234,300.6,83,['Pink'],0.7,13:05:08.072192,13:12:23.089513,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
177,New,New,N/A,N/A,N/A,N/A,N/A,1.02,N/A,13:12:25.292083,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
125,New,Old,-0.26,-0.39,120.6,33,['Green'],2.04,13:06:48.078469,13:12:27.809564,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
222,New,Old,0.43333,0.234,48.6,13,['Yellow'],0.88,13:06:43.074729,13:12:31.345669,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
176,Old,Old,-0.78,-0.234,293.4,81,"['Purple', 'Pink']",0.7,13:09:13.085659,13:12:33.730229,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
240,Old,Old,0.60667,-0.078,117.0,32,['Green'],0.84,13:07:08.077245,13:12:35.932117,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
70,Old,Old,0.26,0.078,239.4,66,['Blue'],0.6,13:06:38.087700,13:12:38.267299,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
196,New,New,N/A,N/A,N/A,N/A,N/A,1.25,N/A,13:12:40.370108,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
18,Old,Old,-0.60667,-0.39,70.2,19,"['Yellow', 'Green']",0.93,13:08:03.083670,13:12:43.120987,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
105,Old,Old,0.78,-0.234,225.0,62,"['Aqua', 'Blue']",0.7,13:06:03.078662,13:12:45.556972,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
154,Old,Old,-0.08667,0.39,55.8,15,['Yellow'],1.45,13:05:28.086265,13:12:47.757702,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
131,Old,Old,-0.43333,-0.078,210.6,58,"['Aqua', 'Blue']",1.05,13:08:13.074544,13:12:50.710973,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
27,New,Old,-0.78,0.078,354.6,98,"['Red', 'Orange']",1.0,13:06:53.081872,13:12:53.261733,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
98,New,New,N/A,N/A,N/A,N/A,N/A,0.88,N/A,13:12:55.764813,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
166,New,New,N/A,N/A,N/A,N/A,N/A,0.88,N/A,13:12:58.148551,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
136,New,Old,-0.26,-0.234,77.4,21,['Green'],0.85,13:07:58.080331,13:13:00.534808,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
26,Old,Old,0.78,-0.078,27.0,7,"['Orange', 'Yellow']",0.95,13:09:08.081484,13:13:02.884508,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
163,New,Old,-0.26,0.39,358.2,99,"['Red', 'Orange']",1.63,13:07:48.089825,13:13:05.337830,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
101,New,New,N/A,N/A,N/A,N/A,N/A,1.27,N/A,13:13:08.472096,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
20,Old,Old,-0.08667,-0.39,37.8,10,['Yellow'],0.82,13:07:53.076160,13:13:11.241357,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
102,New,New,N/A,N/A,N/A,N/A,N/A,1.38,N/A,13:13:13.558817,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
30,Old,Old,0.43333,-0.078,9.0,2,"['Red', 'Orange']",0.88,13:06:58.085759,13:13:16.445069,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
134,Old,Old,0.08667,0.234,275.4,76,['Purple'],0.72,13:08:53.070786,13:13:18.829649,005,2019_Aug_06_1302,PACOLOCO,3.1.5,60.15164446114345,
