StimuliName,User_OldOrNew,Correct_OldOrNew,Correct_Image_x,Correct_Image_y,Correct_Color,Correct_Rad#,Correct_AproxColor,OldOrNew_RT,StudyStartTime,OldOrNewStartTime,participant,date,expName,psychopyVersion,frameRate,
16,Old,Old,-0.78,0.39,95.4,26,['Green'],1.0,12:47:46.627720,12:49:24.698382,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
165,Old,Old,-0.26,-0.234,84.6,23,['Green'],1.22,12:45:56.630188,12:49:27.199327,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
33,Old,Old,0.43333,0.39,106.2,29,['Green'],0.92,12:46:11.624668,12:49:29.918661,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
91,Old,Old,-0.26,0.078,135.0,37,"['Green', 'Aqua']",1.04,12:45:01.623862,12:49:32.336812,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
18,Old,Old,0.60667,0.234,217.8,60,"['Aqua', 'Blue']",0.9,12:44:06.618329,12:49:34.872508,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
176,Old,Old,0.43333,-0.39,250.2,69,['Blue'],1.25,12:44:16.624548,12:49:37.273336,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
102,Old,Old,0.60667,-0.234,325.8,90,['Pink'],0.87,12:47:41.623141,12:49:40.025922,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
148,Old,Old,0.78,-0.078,66.6,18,"['Yellow', 'Green']",0.9,12:46:21.631706,12:49:42.394308,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
75,New,New,N/A,N/A,N/A,N/A,N/A,1.07,N/A,12:49:44.796627,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
53,Old,Old,-0.60667,0.39,153.0,42,"['Green', 'Aqua']",1.12,12:47:36.624471,12:49:47.364274,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
162,New,New,N/A,N/A,N/A,N/A,N/A,1.04,N/A,12:49:49.983370,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
27,New,New,N/A,N/A,N/A,N/A,N/A,1.04,N/A,12:49:52.518004,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
237,Old,Old,0.08667,0.39,358.2,99,"['Red', 'Orange']",0.95,12:46:36.626883,12:49:55.053840,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
153,Old,Old,-0.60667,0.234,174.6,48,['Aqua'],0.94,12:46:56.624152,12:49:57.504627,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
22,Old,Old,0.78,-0.234,304.2,84,['Pink'],0.83,12:47:26.629734,12:49:59.940752,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
190,New,New,N/A,N/A,N/A,N/A,N/A,0.85,N/A,12:50:02.274647,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
141,New,New,N/A,N/A,N/A,N/A,N/A,1.19,N/A,12:50:04.627281,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
174,Old,Old,-0.08667,-0.234,225.0,62,"['Aqua', 'Blue']",1.09,12:46:41.629591,12:50:07.311627,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
164,New,Old,0.60667,0.39,293.4,81,"['Purple', 'Pink']",1.18,12:45:16.635621,12:50:09.898057,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
143,New,New,N/A,N/A,N/A,N/A,N/A,0.89,N/A,12:50:12.582877,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
66,New,New,N/A,N/A,N/A,N/A,N/A,0.78,N/A,12:50:14.968401,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
94,New,Old,-0.08667,0.234,286.2,79,"['Purple', 'Pink']",0.77,12:46:01.633890,12:50:17.252169,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
230,Old,Old,-0.43333,-0.078,243.0,67,['Blue'],0.79,12:47:11.618054,12:50:19.521680,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
120,Old,Old,-0.43333,0.078,127.8,35,['Green'],1.54,12:45:51.627033,12:50:21.806118,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
110,Old,Old,-0.26,0.39,214.2,59,"['Aqua', 'Blue']",1.48,12:47:16.622128,12:50:24.842248,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
86,Old,Old,-0.60667,-0.078,347.4,96,"['Red', 'Pink']",3.05,12:46:46.634180,12:50:27.826255,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
226,Old,Old,-0.78,0.234,232.2,64,['Blue'],1.17,12:45:41.619252,12:50:32.380073,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
116,New,New,N/A,N/A,N/A,N/A,N/A,1.22,N/A,12:50:35.049590,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
233,Old,Old,-0.43333,-0.234,196.2,54,"['Aqua', 'Blue']",1.14,12:44:11.621475,12:50:37.766584,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
194,Old,Old,-0.78,-0.234,113.4,31,['Green'],3.97,12:45:31.629417,12:50:40.403274,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
181,Old,Old,-0.78,0.078,282.6,78,"['Purple', 'Pink']",1.03,12:48:06.624571,12:50:45.873883,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
130,Old,Old,-0.60667,-0.234,171.0,47,['Aqua'],1.45,12:44:41.626068,12:50:48.410220,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
79,New,New,N/A,N/A,N/A,N/A,N/A,0.85,N/A,12:50:51.361290,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
142,Old,Old,0.78,-0.39,1.8,0,"['Red', 'Orange']",0.92,12:46:26.619013,12:50:53.714126,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
7,Old,Old,0.60667,-0.078,37.8,10,['Yellow'],6.25,12:44:46.629602,12:50:56.131694,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
50,Old,Old,-0.43333,0.234,199.8,55,"['Aqua', 'Blue']",1.03,12:47:56.617428,12:51:03.888156,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
72,New,New,N/A,N/A,N/A,N/A,N/A,1.22,N/A,12:51:06.422206,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
178,Old,Old,-0.60667,0.078,5.4,1,"['Red', 'Orange']",0.89,12:45:26.626090,12:51:09.140528,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
61,Old,Old,-0.26,-0.078,99.0,27,['Green'],0.73,12:47:21.625833,12:51:11.525535,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
3,Old,Old,0.43333,-0.234,63.0,17,"['Yellow', 'Green']",2.17,12:46:16.628669,12:51:13.762096,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
177,New,New,N/A,N/A,N/A,N/A,N/A,0.89,N/A,12:51:17.429743,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
40,New,New,N/A,N/A,N/A,N/A,N/A,1.35,N/A,12:51:19.815388,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
98,Old,Old,-0.43333,0.39,351.0,97,['Red'],0.84,12:47:51.630647,12:51:22.666040,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
122,Old,Old,0.26,-0.39,48.6,13,['Yellow'],1.12,12:44:26.632591,12:51:25.002494,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
241,New,Old,0.78,0.234,138.6,38,"['Green', 'Aqua']",1.87,12:45:46.623083,12:51:27.619579,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
105,New,New,N/A,N/A,N/A,N/A,N/A,1.83,N/A,12:51:30.989524,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
205,Old,Old,-0.26,-0.39,30.6,8,"['Orange', 'Yellow']",1.54,12:47:31.632822,12:51:34.325989,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
64,New,Old,0.43333,0.234,52.2,14,['Yellow'],1.77,12:44:31.619797,12:51:37.360443,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
235,New,New,N/A,N/A,N/A,N/A,N/A,1.09,N/A,12:51:40.629876,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
132,Old,Old,0.43333,-0.078,70.2,19,"['Yellow', 'Green']",3.62,12:47:06.631855,12:51:43.214088,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
109,New,Old,0.60667,-0.39,279.0,77,"['Purple', 'Pink']",2.8,12:46:31.622879,12:51:48.336970,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
131,New,New,N/A,N/A,N/A,N/A,N/A,0.94,N/A,12:51:52.638692,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
223,New,New,N/A,N/A,N/A,N/A,N/A,0.88,N/A,12:51:55.074133,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
97,Old,Old,0.08667,-0.39,120.6,33,['Green'],1.0,12:45:21.621786,12:51:57.458663,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
121,Old,Old,0.78,0.078,59.4,16,"['Yellow', 'Green']",0.72,12:44:21.628216,12:51:59.960873,010,2019_Aug_07_1240,PACOLOCO,3.1.5,59.904656586457925,
